Common Name,Scientific Name,Status
Olive ridley sea turtle,Lepidochelys olivacea,Endangered
olua,Hypolepis hawaiiensis var. mauiensis,Endangered
Olulu,Brighamia insignis,Endangered
Olympia pocket gopher,Thomomys mazama pugetensis,Threatened
Opuhe,Urera kaalae,Endangered
Orange-bellied parakeet,Neophema chrysogaster,Endangered
Orangeblack Hawaiian damselfly,Megalagrion xanthomelas,Endangered
Orangefoot pimpleback (pearlymussel),Plethobasus cooperianus,Endangered
Orangenacre mucket,Lampsilis perovalis,Threatened
Orangutan,Pongo pygmaeus,Endangered
Orcutt's spineflower,Chorizanthe orcuttiana,Endangered
Oregon silverspot butterfly,Speyeria zerene hippolyta,Threatened
Oregon spotted frog,Rana pretiosa,Threatened
Oriental white stork,Ciconia boyciana (=ciconia b.),Endangered
Orinoco crocodile,Crocodylus intermedius,Endangered
Osterhout milkvetch,Astragalus osterhoutii,Endangered
Otay mesa-mint,Pogogyne nudiuscula,Endangered
Otay tarplant,Deinandra (=Hemizonia) conjugens,Threatened
Ouachita rock pocketbook,Arkansia wheeleri,Endangered
`O`u (honeycreeper),Psittirostra psittacea,Endangered
Oval pigtoe,Pleurobema pyriforme,Endangered
Ovate clubshell,Pleurobema perovatum,Endangered
Owens pupfish,Cyprinodon radiosus,Endangered
Owens Tui Chub,Gila bicolor ssp. snyderi,Endangered
Oyster mussel,Epioblasma capsaeformis,Endangered
Ozark big-eared bat,Corynorhinus (=Plecotus) townsendii ingens,Endangered
Ozark cavefish,Amblyopsis rosae,Threatened
Ozark Hellbender,Cryptobranchus alleganiensis bishopi,Endangered
Pacific Hawaiian damselfly,Megalagrion pacificum,Endangered
Pacific pocket mouse,Perognathus longimembris pacificus,Endangered
Pacific sheath-tailed Bat,Emballonura semicaudata rotensis,Endangered
Pacific sheath-tailed Bat,Emballonura semicaudata semicaudata,Endangered
Pagi Island langur,Nasalis concolor,Endangered
Pagosa skyrocket,Ipomopsis polyantha,Endangered
Pahranagat roundtail chub,Gila robusta jordani,Endangered
Pahrump poolfish,Empetrichthys latos,Endangered
Pa`iniu,Astelia waialealae,Endangered
Painted rocksnail,Leptoxis taeniata,Threatened
Painted snake coiled forest snail,Anguispira picta,Threatened
Paiute cutthroat trout,Oncorhynchus clarkii seleniris,Threatened
Pakistan sand cat,Felis margarita scheffeli,Endangered
Palapalai aumakua,Dryopteris crinalis var. podosorus,Endangered
Palawan peacock pheasant,Polyplectron emphanum,Endangered
Pale lilliput (pearlymussel),Toxolasma cylindrellus,Endangered
Palezone shiner,Notropis albizonatus,Endangered
Palila (honeycreeper),Loxioides bailleui,Endangered
Pallid manzanita,Arctostaphylos pallida,Threatened
Pallid sturgeon,Scaphirhynchus albus,Endangered
Palma de manaca,Calyptronoma rivalis,Threatened
Palmate-bracted bird's beak,Cordylanthus palmatus,Endangered
Palo colorado,Ternstroemia luquillensis,Endangered
Palo de jazmin,Styrax portoricensis,Endangered
Palo de nigua,Cornutia obovata,Endangered
Palo de ramon,Banara vanderbiltii,Endangered
Palo de rosa,Ottoschulzia rhodoxylon,Endangered
Palos Verdes blue butterfly,Glaucopsyche lygdamus palosverdesensis,Endangered
Pamakani,Tetramolopium capillare,Endangered
Pamakani,Viola chamissoniana ssp. chamissoniana,Endangered
Pampas deer,Ozotoceros bezoarticus,Endangered
Panamanian golden frog,Atelopus varius zeteki,Endangered
Panamanian jaguarundi,Herpailurus (=Felis) yagouaroundi panamensis,Endangered
Papala,Charpentiera densiflora,Endangered
Papery whitlow-wort,Paronychia chartacea,Threatened
Parachute beardtongue,Penstemon debilis,Threatened
Paradise parakeet,Psephotus pulcherrimus,Endangered
Pariette cactus,Sclerocactus brevispinus,Threatened
Parish's daisy,Erigeron parishii,Threatened
Parma wallaby,Macropus parma,Endangered
Paudedo,Hedyotis megalantha,Endangered
Pauoa,Ctenitis squamigera,Endangered
Pawnee montane skipper,Hesperia leonardus montana,Threatened
Peacock softshell turtle,Trionyx hurum,Endangered
Pearl darter,Percina aurora,Threatened
Peck's cave amphipod,Stygobromus (=Stygonectes) pecki,Endangered
Pecos amphipod,Gammarus pecos,Endangered
Pecos assiminea snail,Assiminea pecos,Endangered
Pecos bluntnose shiner,Notropis simus pecosensis,Threatened
Pecos gambusia,Gambusia nobilis,Endangered
"Pecos (=puzzle, =paradox) sunflower",Helianthus paradoxus,Threatened
Pedate checker-mallow,Sidalcea pedata,Endangered
Pederseni's Tiger Spider,Poecilotheria pederseni,Endangered
Peebles Navajo cactus,Pediocactus peeblesianus var. peeblesianus,Endangered
Peirson's milk-vetch,Astragalus magdalenae var. peirsonii,Threatened
Pelos del diablo,Aristida portoricensis,Endangered
Pelzeln's gazelle,Gazella dorcas pelzelni,Endangered
Pendant kihi fern,Adenophorus periens,Endangered
Peninsular bighorn sheep,Ovis canadensis nelsoni,Endangered
Peninsular pronghorn,Antilocapra americana peninsularis,Endangered
Penland alpine fen mustard,Eutrema penlandii,Threatened
Penland beardtongue,Penstemon penlandii,Endangered
Pennell's bird's-beak,Cordylanthus tenuis ssp. capillaris,Endangered
Perdido Key beach mouse,Peromyscus polionotus trissyllepsis,Endangered
Persian fallow deer,Dama mesopotamica (=dama m.),Endangered
Persistent trillium,Trillium persistens,Endangered
Peruvian plantcutter,Phytotoma raimondii,Endangered
Peter's Mountain mallow,Iliamna corei,Endangered
Phantom Springsnail,Pyrgulopsis texana,Endangered
Phantom Tryonia,Tryonia cheatumi,Endangered
Philippine cockatoo,Cacatua haematuropygia,Endangered
Philippine crocodile,Crocodylus novaeguineae mindorensis,Endangered
Philippine eagle,Pithecophaga jefferyi,Endangered
Philippine tarsier,Tarsius syrichta,Threatened
Pied tamarin,Saguinus bicolor,Endangered
Pigeon wings,Clitoria fragrans,Threatened
Pig-footed bandicoot,Chaeropus ecaudatus,Endangered
Pillar Coral,Dendrogyra cylindrus,Threatened
pilo,Kadua laxiflora,Endangered
Pilo kea lau li`i,Platydesma rostrata,Endangered
Pima pineapple cactus,Coryphantha scheeri var. robustispina,Endangered
Pine Hill ceanothus,Ceanothus roderickii,Endangered
Pine Hill flannelbush,Fremontodendron californicum ssp. decumbens,Endangered
Pineland sandmat,Chamaesyce deltoidea pinetorum,Threatened
Pink fairy armadillo,Chlamyphorus truncatus,Endangered
Pink-headed duck,Rhodonessa caryophyllacea,Endangered
Pink mucket (pearlymussel),Lampsilis abrupta,Endangered
Pink pigeon,Columba mayeri,Endangered
Piping Plover,Charadrius melodus,Threatened
Piping Plover,Charadrius melodus,Endangered
Pismo clarkia,Clarkia speciosa ssp. immaculata,Endangered
Pitcher's thistle,Cirsium pitcheri,Threatened
Pitkin Marsh lily,Lilium pardalinum ssp. pitkinense,Endangered
Plains wanderer (=collared-hemipode),Pedionomus torquatus,Endangered
Plicate rocksnail,Leptoxis plicata,Endangered
Plymouth Redbelly Turtle,Pseudemys rubriventris bangsi,Endangered
Po`e,Portulaca sclerocarpa,Endangered
Point Arena mountain beaver,Aplodontia rufa nigra,Endangered
Polar bear,Ursus maritimus,Threatened
Pollen's vanga,Xenopirostris polleni,Threatened
Ponape greater white-eye,Rukia longirostra,Endangered
Ponape mountain starling,Aplonis pelzelni,Endangered
Pondberry,Lindera melissifolia,Endangered
Po`ouli (honeycreeper),Melamprosops phaeosoma,Endangered
Popolo,Cyanea solanacea,Endangered
Popolo,Solanum nelsonii,Endangered
Popolo ku mai,Solanum incompletum,Endangered
Poweshiek skipperling,Oarisma poweshiek,Endangered
Prairie bush-clover,Lespedeza leptostachya,Threatened
Preble's meadow jumping mouse,Zapus hudsonius preblei,Threatened
Presidio clarkia,Clarkia franciscana,Endangered
Presidio Manzanita,Arctostaphylos hookeri var. ravenii,Endangered
Preuss' red colobus monkey,Procolobus (=Colobus) preussi (=badius p.),Endangered
Price''s potato-bean,Apios priceana,Threatened
Proboscis monkey,Nasalis larvatus,Endangered
Przewalski's horse,Equus przewalskii,Endangered
Pua `ala,Brighamia rockii,Endangered
Pudu,Pudu pudu,Endangered
Puerto Rican boa,Epicrates inornatus,Endangered
Puerto Rican broad-winged hawk,Buteo platypterus brunnescens,Endangered
Puerto Rican crested toad,Peltophryne lemur,Threatened
Puerto Rican nightjar,Caprimulgus noctitherus,Endangered
Puerto Rican parrot,Amazona vittata,Endangered
Puerto Rican plain Pigeon,Columba inornata wetmorei,Endangered
Puerto Rican sharp-shinned hawk,Accipiter striatus venator,Endangered
Puma (=mountain lion),Puma (=Felis) concolor (all subsp. except coryi),Similarity of Appearance (Threatened)
Puritan tiger beetle,Cicindela puritana,Threatened
Purple amole,Chlorogalum purpureum,Threatened
Purple bankclimber (mussel),Elliptoideus sloatianus,Threatened
Purple bean,Villosa perpurpurea,Endangered
Purple Cat's paw (=Purple Cat's paw pearlymussel),Epioblasma obliquata obliquata,Endangered
Purple Cat's paw (=Purple Cat's paw pearlymussel),Epioblasma obliquata obliquata,Endangered
Purple-faced langur,Presbytis senex,Threatened
Pu`uka`a,Cyperus trachysanthos,Endangered
Pygmy chimpanzee,Pan paniscus,Endangered
Pygmy fringe-tree,Chionanthus pygmaeus,Endangered
Pygmy hog,Sus salvanius,Endangered
Pygmy madtom,Noturus stanauli,Endangered
Pygmy Sculpin,Cottus paulus (=pygmaeus),Threatened
Pyrenean ibex,Capra pyrenaica pyrenaica,Endangered
Queen Alexandra's birdwing butterfly,Troides alexandrae,Endangered
Queen Charlotte goshawk,Accipiter gentilis laingi,Threatened
Queensland hairy-nosed wombat (incl. Barnard's),Lasiorhinus krefftii (formerly L. barnardi and L. gillespiei),Endangered
Queensland rat-kangaroo,Bettongia tropica,Endangered
Quino checkerspot butterfly,Euphydryas editha quino (=E. e. wrighti),Endangered
Quokka,Setonix brachyurus,Endangered
Rabbit bandicoot,Macrotis lagotis,Endangered
Rabbitsfoot,Quadrula cylindrica cylindrica,Threatened
Railroad Valley springfish,Crenichthys nevadae,Threatened
Raso lark,Alauda razae,Endangered
Rayed Bean,Villosa fabalis,Endangered
Razorback sucker,Xyrauchen texanus,Endangered
Razor-billed curassow,Mitu mitu mitu,Endangered
Red-backed squirrel monkey,Saimiri oerstedii,Endangered
Red-bellied monkey,Cercopithecus erythrogaster,Endangered
Red-billed curassow,Crax blumenbachii,Endangered
Red-browed parrot,Amazona rhodocorytha,Endangered
Red-capped parrot,Pionopsitta pileata,Endangered
Red-cockaded woodpecker,Picoides borealis,Endangered
Red-eared nose-spotted monkey,Cercopithecus erythrotis,Endangered
Red-faced malkoha (cuckoo),Phaenicophaeus pyrrhocephalus,Endangered
Red Hills salamander,Phaeognathus hubrichti,Threatened
Red Hills vervain,Verbena californica,Threatened
Red knot,Calidris canutus rufa,Threatened
Red lechwe,Kobus leche,Threatened
Red-necked parrot,Amazona arausiaca,Endangered
Red siskin,Carduelis cucullata,Endangered
Red-spectacled parrot,Amazona pretrei pretrei,Endangered
Red-tailed parrot,Amazona brasiliensis,Endangered
Red wolf,Canis rufus,Endangered
Relict darter,Etheostoma chienense,Endangered
Relict gull,Larus relictus,Endangered
Relict trillium,Trillium reliquum,Endangered
Resplendent quetzel,Pharomachrus mocinno ssp. mocinno,Endangered
Reticulated flatwoods salamander,Ambystoma bishopi,Endangered
Reunion cuckoo-shrike,Coquus newtoni,Endangered
Ringed map turtle,Graptemys oculifera,Threatened
Ringed seal,Phoca (=Pusa) hispida ladogensis,Endangered
Ringed Seal,Phoca (=Pusa) hispida botnica,Threatened
Ringed Seal,Phoca (=Pusa) hispida hispida,Threatened
Ringed Seal,Phoca (=Pusa) hispida ochotensis,Threatened
Ring pink (mussel),Obovaria retusa,Endangered
Rio de Oro Dama gazelle,Gazella dama lozanoi,Endangered
Rio Grande Silvery Minnow,Hybognathus amarus,Endangered
Riparian brush rabbit,Sylvilagus bachmani riparius,Endangered
Riparian woodrat (=San Joaquin Valley),Neotoma fuscipes riparia,Endangered
Riverside fairy shrimp,Streptocephalus woottoni,Endangered
River terrapin,Batagur baska,Endangered
Roan Mountain bluet,Hedyotis purpurea var. montana,Endangered
Roanoke logperch,Percina rex,Endangered
Robber Baron Cave Meshweaver,Cicurina baronia,Endangered
Robust spineflower,Chorizanthe robusta var. robusta,Endangered
Rock gnome lichen,Gymnoderma lineare,Endangered
Rodrigues fody,Foudia flavicans,Endangered
Rodrigues fruit bat (=flying fox),Pteropus rodricensis,Endangered
Rodrigues warbler (old world warbler),Bebrornis rodericanus,Endangered
Roseate tern,Sterna dougallii dougallii,Endangered
Roseate tern,Sterna dougallii dougallii,Threatened
Roswell springsnail,Pyrgulopsis roswellensis,Endangered
Rota blue damselfly,Ischnura luta,Endangered
Rota bridled White-eye,Zosterops rotensis,Endangered
Rothschild's starling (myna),Leucopsar rothschildi,Endangered
Rough Cactus Coral,Mycetophyllia ferox,Threatened
Rough hornsnail,Pleurocera foremani,Endangered
Rough-leaved loosestrife,Lysimachia asperulaefolia,Endangered
Rough pigtoe,Pleurobema plenum,Endangered
rough popcornflower,Plagiobothrys hirtus,Endangered
Rough rabbitsfoot,Quadrula cylindrica strigillata,Endangered
Round Ebonyshell,Fusconaia rotulata,Endangered
Round Island bolyeria boa,Bolyeria multocarinata,Endangered
Round Island casarea boa,Casarea dussumieri,Endangered
Round Island day gecko,Phelsuma guentheri,Endangered
Round Island skink,Leiolopisma telfairi,Threatened
Round-leaved chaff-flower,Achyranthes splendens var. rotundata,Endangered
Round rocksnail,Leptoxis ampla,Threatened
Royal cinclodes,Cinclodes aricomae,Endangered
Royal marstonia (snail),Pyrgulopsis ogmorhaphe,Endangered
Roy Prairie pocket gopher,Thomomys mazama glacialis,Threatened
Rugel's pawpaw,Deeringothamnus rugelii,Endangered
Running buffalo clover,Trifolium stoloniferum,Endangered
Rush Darter,Etheostoma phytophilum,Endangered
Rusty patched bumble bee,Bombus affinis,Endangered
Ruth's golden aster,Pityopsis ruthii,Endangered
Ryukyu rabbit,Pentalagus furnessi,Endangered
Ryukyu sika deer,Cervus nippon keramae,Endangered
Sacramento Mountains thistle,Cirsium vinaceum,Threatened
Sacramento Orcutt grass,Orcuttia viscida,Endangered
Sacramento prickly poppy,Argemone pleiacantha ssp. pinnatisecta,Endangered
Saimaa seal,Phoca hispida saimensis,Endangered
Saint Francis' satyr butterfly,Neonympha mitchellii francisci,Endangered
Sakhalin sturgeon,Acipenser mikadoi,Endangered
Salado Salamander,Eurycea chisholmensis,Threatened
Salmon-crested cockatoo,Cacatua moluccensis,Threatened
Salt Creek Tiger beetle,Cicindela nevadica lincolniana,Endangered
Salt marsh bird's-beak,Cordylanthus maritimus ssp. maritimus,Endangered
Salt marsh harvest mouse,Reithrodontomys raviventris,Endangered
Saltwater crocodile,Crocodylus porosus,Threatened
Saltwater crocodile,Crocodylus porosus,Endangered
San Benito evening-primrose,Camissonia benitensis,Threatened
San Bernardino bluegrass,Poa atropurpurea,Endangered
San Bernardino Merriam's kangaroo rat,Dipodomys merriami parvus,Endangered
San Bernardino Mountains bladderpod,Lesquerella kingii ssp. bernardina,Endangered
San Bernardino springsnail,Pyrgulopsis bernardina,Threatened
San Bruno elfin butterfly,Callophrys mossii bayensis,Endangered
San Clemente Island bush-mallow,Malacothamnus clementinus,Endangered
San Clemente Island larkspur,Delphinium variegatum ssp. kinkiense,Endangered
San Clemente Island lotus (=broom),Acmispon dendroideus var. traskiae (=Lotus d. ssp. traskiae),Threatened
San Clemente Island Paintbrush,Castilleja grisea,Threatened
San Clemente Island woodland-star,Lithophragma maximum,Endangered
San Clemente loggerhead shrike,Lanius ludovicianus mearnsi,Endangered
San Clemente sage sparrow,Amphispiza belli clementeae,Threatened
Sand flax,Linum arenicola,Endangered
Sand gazelle,Gazella subgutturosa marica,Endangered
San Diego ambrosia,Ambrosia pumila,Endangered
San Diego button-celery,Eryngium aristulatum var. parishii,Endangered
San Diego fairy shrimp,Branchinecta sandiegonensis,Endangered
San Diego mesa-mint,Pogogyne abramsii,Endangered
San Diego thornmint,Acanthomintha ilicifolia,Threatened
Sandlace,Polygonella myriophylla,Endangered
Sandplain gerardia,Agalinis acuta,Endangered
Sand skink,Neoseps reynoldsi,Threatened
San Esteban Island chuckwalla,Sauromalus varius,Endangered
San Francisco garter snake,Thamnophis sirtalis tetrataenia,Endangered
San Francisco lessingia,Lessingia germanorum (=L.g. var. germanorum),Endangered
San Francisco Peaks ragwort,Packera franciscana,Threatened
San Jacinto Valley crownscale,Atriplex coronata var. notatior,Endangered
San Joaquin adobe sunburst,Pseudobahia peirsonii,Threatened
San Joaquin kit fox,Vulpes macrotis mutica,Endangered
San Joaquin Orcutt grass,Orcuttia inaequalis,Threatened
San Joaquin wooly-threads,Monolopia (=Lembertia) congdonii,Endangered
San Marcos gambusia,Gambusia georgei,Endangered
San Marcos salamander,Eurycea nana,Threatened
San Mateo thornmint,Acanthomintha obovata ssp. duttonii,Endangered
San Mateo woolly sunflower,Eriophyllum latilobum,Endangered
San Rafael cactus,Pediocactus despainii,Endangered
Santa Ana River woolly-star,Eriastrum densifolium ssp. sanctorum,Endangered
Santa Ana sucker,Catostomus santaanae,Threatened
Santa Barbara Island liveforever,Dudleya traskiae,Endangered
Santa Catalina Island Fox,Urocyon littoralis catalinae,Threatened
Santa Clara Valley dudleya,Dudleya setchellii,Endangered
Santa Cruz cypress,Cupressus abramsiana,Threatened
Santa Cruz Island bush-mallow,Malacothamnus fasciculatus var. nesioticus,Endangered
Santa Cruz Island dudleya,Dudleya nesiotica,Threatened
Santa Cruz Island fringepod,Thysanocarpus conchuliferus,Endangered
Santa Cruz Island malacothrix,Malacothrix indecora,Endangered
Santa Cruz Island rockcress,Sibara filifolia,Endangered
Santa Cruz long-toed salamander,Ambystoma macrodactylum croceum,Endangered
Santa Cruz tarplant,Holocarpha macradenia,Threatened
Santa Monica Mountains dudleyea,Dudleya cymosa ssp. ovatifolia,Threatened
Santa Rosa Island manzanita,Arctostaphylos confertiflora,Endangered
Sao Miguel bullfinch (finch),Pyrrhula pyrrhula murina,Endangered
Saudi Arabian gazelle,Gazella dorcas saudiya,Endangered
Sawback angelshark,Squatina aculeata,Endangered
Scaleshell mussel,Leptodea leptodon,Endangered
Scalloped Hammerhead Shark,Sphyrna lewini,Threatened
Scalloped Hammerhead Shark,Sphyrna lewini,Threatened
Scalloped Hammerhead Shark,Sphyrna lewini,Endangered
Scalloped Hammerhead Shark,Sphyrna lewini,Endangered
Scaly-tailed possum,Wyulda squamicaudata,Endangered
Scarlet-breasted robin (flycatcher),Petroica multicolor multicolor,Endangered
Scarlet macaw,Ara macao ssp. cyanopterus,Endangered
Scarlet macaw,Ara macao ssp. macao,Threatened
Scarlet macaw,Ara macao ssp. macao,Similarity of Appearance (Threatened)
Schaus swallowtail butterfly,Heraclides aristodemus ponceanus,Endangered
Schweinitz's sunflower,Helianthus schweinitzii,Endangered
Scimitar-horned oryx,Oryx dammah,Endangered
Scioto madtom,Noturus trautmani,Endangered
Sclater's monal pheasant,Lophophorus sclateri,Endangered
Scotts Valley Polygonum,Polygonum hickmanii,Endangered
Scotts Valley spineflower,Chorizanthe robusta var. hartwegii,Endangered
Scrub blazingstar,Liatris ohlingerae,Endangered
Scrub buckwheat,Eriogonum longifolium var. gnaphalifolium,Threatened
Scrub lupine,Lupinus aridorum,Endangered
Scrub mint,Dicerandra frutescens,Endangered
Scrub plum,Prunus geniculata,Endangered
Seabeach amaranth,Amaranthus pumilus,Threatened
sea bean,Mucuna sloanei var. persericea,Endangered
Sebastopol meadowfoam,Limnanthes vinculans,Endangered
Sei whale,Balaenoptera borealis,Endangered
Seledang,Bos gaurus,Endangered
Semper's warbler (=wood),Leucopeza semperi,Endangered
Sensitive joint-vetch,Aeschynomene virginica,Threatened
Sentry milk-vetch,Astragalus cremnophylax var. cremnophylax,Endangered
Serow,Naemorhedus (=Capricornis) sumatraensis,Endangered
Serpent Island gecko,Cyrtodactylus serpensinsula,Threatened
Seychelles fody (weaver-finch),Foudia sechellarum,Endangered
Seychelles kestrel,Falco araea,Endangered
Seychelles lesser vasa parrot,Coracopsis nigra barklyi,Endangered
Seychelles magpie-robin (thrush),Copsychus sechellarum,Endangered
Seychelles paradise flycatcher,Terpsiphone corvina,Endangered
Seychelles scops owl,Otus magicus (=insularis) insularis,Endangered
Seychelles turtle dove,Streptopelia picturata rostrata,Endangered
Seychelles warbler (old world warbler),Bebrornis sechellensis,Endangered
Seychelles white-eye,Zosterops modesta,Endangered
Shale barren rock cress,Arabis serotina,Endangered
Shansi sika deer,Cervus nippon grassianus,Endangered
Shapo,Ovis vignei vignei,Endangered
Shark Bay mouse,Pseudomys praeconis,Endangered
Sharpnose Shiner,Notropis oxyrhynchus,Endangered
Shasta crayfish,Pacifastacus fortis,Endangered
Sheepnose Mussel,Plethobasus cyphyus,Endangered
Shenandoah salamander,Plethodon shenandoah,Endangered
Shiny pigtoe,Fusconaia cor,Endangered
Shinyrayed pocketbook,Lampsilis subangulata,Endangered
Shivwits milk-vetch,Astragalus ampullarioides,Endangered
Short-leaved rosemary,Conradina brevifolia,Endangered
Short-necked or western swamp turtle,Pseudemydura umbrina,Endangered
Shortnose sturgeon,Acipenser brevirostrum,Endangered
Shortnose Sucker,Chasmistes brevirostris,Endangered
Shortridge's mouse,Pseudomys shortridgei,Endangered
Short's bladderpod,Physaria globosa,Endangered
Short's goldenrod,Solidago shortii,Endangered
Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Endangered
Shou,Cervus elaphus wallichi,Endangered
Shovelnose Sturgeon,Scaphirhynchus platorynchus,Similarity of Appearance (Threatened)
Showy Indian clover,Trifolium amoenum,Endangered
Showy stickseed,Hackelia venusta,Endangered
Shrubby reed-mustard,Schoenocrambe suffrutescens,Endangered
Siamang,Symphalangus syndactylus,Endangered
Siamese crocodile,Crocodylus siamensis,Endangered
Siberian white Crane,Grus leucogeranus,Endangered
Sichuan snub-nosed monkey,Rhinopithecus roxellana,Endangered
Sierra Nevada bighorn sheep,Ovis canadensis sierrae,Endangered
Sierra Nevada Yellow-legged Frog,Rana sierrae,Endangered
Sifakas,Propithecus spp.,Endangered
Siler pincushion cactus,"Pediocactus (=Echinocactus,=Utahia) sileri",Threatened
Silver rice rat,Oryzomys palustris natator,Endangered
Simien fox,Canis simensis,Endangered
Sinaloan Jaguarundi,Herpailurus (=Felis) yagouaroundi tolteca,Endangered
Singapore roundleaf horseshoe bat,Hipposideros ridleyi,Endangered
Slabside Pearlymussel,Pleuronaia dolabelloides,Endangered
Slackwater darter,Etheostoma boschungi,Threatened
Slender-billed curlew,Numenius tenuirostris,Endangered
Slender-billed Grackle,Quisicalus palustris,Endangered
Slender campeloma,Campeloma decampi,Endangered
Slender chub,Erimystax cahni,Threatened
Slender-horned gazelle,Gazella leptoceros,Endangered
Slender-horned spineflower,Dodecahema leptoceras,Endangered
Slender Orcutt grass,Orcuttia tenuis,Threatened
Slender-petaled mustard,Thelypodium stenopetalum,Endangered
Slender rush-pea,Hoffmannseggia tenella,Endangered
Slevin's skink,Emoia slevini,Endangered
Slickspot peppergrass,Lepidium papilliferum,Threatened
Small-anthered bittercress,Cardamine micranthera,Endangered
Smalleye Shiner,Notropis buccula,Endangered
Small Kauai (=puaiohi) Thrush,Myadestes palmeri,Endangered
Small's milkpea,Galactia smallii,Endangered
Smalltooth sawfish,Pristis pectinata,Endangered
Smalltooth sawfish,Pristis pectinata,Endangered
Small whorled pogonia,Isotria medeoloides,Threatened
Smith's blue butterfly,Euphilotes enoptes smithi,Endangered
Smoky madtom,Noturus baileyi,Endangered
Smoky mouse,Pseudomys fumeus,Endangered
Smoothback angelshark,Squatina oculata,Endangered
Smooth coneflower,Echinacea laevigata,Endangered
Snail darter,Percina tanasi,Threatened
Snail [no common name],Eua zebrina,Endangered
Snail [no common name],Ostodes strigatus,Endangered
Snake River physa snail,Physa natricina,Endangered
Snakeroot,Eryngium cuneifolium,Endangered
Sneed pincushion cactus,Coryphantha sneedii var. sneedii,Endangered
Snow leopard,Uncia (=Panthera) uncia,Endangered
Snuffbox mussel,Epioblasma triquetra,Endangered
Sockeye salmon,Oncorhynchus (=Salmo) nerka,Endangered
Sockeye salmon,Oncorhynchus (=Salmo) nerka,Threatened
Socorro isopod,Thermosphaeroma thermophilus,Endangered
Socorro mockingbird,Mimus graysoni,Endangered
Socorro springsnail,Pyrgulopsis neomexicana,Endangered
Soft bird's-beak,Cordylanthus mollis ssp. mollis,Endangered
Soft-leaved paintbrush,Castilleja mollis,Endangered
Solano grass,Tuctoria mucronata,Endangered
Solitary tinamou,Tinamus solitarius,Endangered
Sonoma alopecurus,Alopecurus aequalis var. sonomensis,Endangered
Sonoma spineflower,Chorizanthe valida,Endangered
Sonoma sunshine,Blennosperma bakeri,Endangered
Sonora chub,Gila ditaenia,Threatened
Sonoran pronghorn,Antilocapra americana sonoriensis,Endangered
Sonora tiger Salamander,Ambystoma tigrinum stebbinsi,Endangered
Sonoyta mud turtle,Kinosternon sonoriense longifemorale,Endangered
South American (=Brazilian) tapir,Tapirus terrestris,Endangered
South American red-lined turtle,Trachemys scripta callirostris,Endangered
South Andean huemul,Hippocamelus bisulcus,Endangered
South Asian River dolphin,Platanista gangetica minor,Endangered
South China sika deer,Cervus nippon kopschi,Endangered
Southeastern beach mouse,Peromyscus polionotus niveiventris,Threatened
Southeastern rufous-vented ground cuckoo,Neomorphus geoffroyi dulcis,Endangered
Southern acornshell,Epioblasma othcaloogensis,Endangered
Southern bearded saki,Chiropotes satanas satanas,Endangered
Southern clubshell,Pleurobema decisum,Endangered
Southern combshell,Epioblasma penita,Endangered
Southern kidneyshell,Ptychobranchus jonesi,Endangered
Southern mountain wild-buckwheat,Eriogonum kennedyi var. austromontanum,Threatened
Southern pigtoe,Pleurobema georgianum,Endangered
Southern planigale,Planigale tenuirostris,Endangered
Southern Right Whale,Eubalaena australis,Endangered
Southern river otter,Lontra (=Lutra) provocax,Endangered
southern rockhopper penguin,Eudyptes chrysocome,Threatened
Southern sandshell,Hamiota australis,Threatened
Southern sea otter,Enhydra lutris nereis,Threatened
Southern white rhinoceros,Ceratotherium simum ssp. simum,Similarity of Appearance (Threatened)
South Island Hector's dolphin,Cephalorhynchus hectori hectori,Threatened
South Texas ambrosia,Ambrosia cheiranthifolia,Endangered
Southwestern willow flycatcher,Empidonax traillii extimus,Endangered
Spalding's Catchfly,Silene spaldingii,Threatened
Spanish imperial eagle,Aquila heliaca adalberti,Endangered
Spanish lynx,Felis pardina,Endangered
Speckled pocketbook,Lampsilis streckeri,Endangered
Spectaclecase (mussel),Cumberlandia monodonta,Endangered
Spectacled eider,Somateria fischeri,Threatened
Sperm whale,Physeter catodon (=macrocephalus),Endangered
Spider monkey,Ateles geoffroyi frontatus,Endangered
Spider monkey,Ateles geoffroyl panamensis,Endangered
Spikedace,Meda fulgida,Endangered
Spotfin Chub,Erimonax monachus,Threatened
Spotted linsang,Prionodon pardicolor,Endangered
Spotted pond turtle,Geoclemys hamiltonii,Endangered
Spotted Seal,Phoca largha,Threatened
Spreading avens,Geum radiatum,Endangered
Spreading navarretia,Navarretia fossalis,Threatened
Spring Creek bladderpod,Lesquerella perforata,Endangered
Spring-loving centaury,Centaurium namophilum,Threatened
Spring pygmy sunfish,Elassoma alabamae,Threatened
Springville clarkia,Clarkia springvillensis,Threatened
Spruce-fir moss spider,Microhexura montivaga,Endangered
Squirrel Chimney Cave shrimp,Palaemonetes cummingi,Threatened
Sri Lankan Ornamental Tarantula,Poecilotheria fasciata,Endangered
Staghorn coral,Acropora cervicornis,Threatened
St. Andrew beach mouse,Peromyscus polionotus peninsularis,Endangered
Star cactus,Astrophytum asterias,Endangered
St. Croix ground lizard,Ameiva polops,Endangered
Steamboat buckwheat,Eriogonum ovalifolium var. williamsiae,Endangered
Stebbins' morning-glory,Calystegia stebbinsii,Endangered
